booking_id,passenger_id,flight_id,booking_date,ticket_price,seat_class
2523,373,50,2024-01-31,36320,Business
2524,229,41,2024-01-02,50683,Business
2525,845,40,2024-09-04,7468,Economy
2526,980,21,2024-09-05,30222,Business
2527,844,42,2024-04-06,7843,Economy
2528,752,4,2024-04-09,36535,Business
2529,810,25,2024-08-04,7885,Economy
2530,268,14,2024-03-14,7313,Business
2531,30,42,2024-11-25,14316,Business
2532,378,30,2024-03-16,54072,Business
2533,569,11,2024-10-31,45168,Business
2534,111,18,2024-08-21,29923,Business
2535,724,39,2024-08-20,25351,Business
2536,601,9,2024-06-14,5030,Economy
2537,54,21,2024-10-09,52342,Business
2538,146,21,2024-07-11,13303,Economy
2539,445,42,2024-06-14,27330,Business
2540,335,40,2024-01-18,46469,Business
2541,580,49,2024-10-18,11383,Economy
2542,58,47,2024-03-08,12372,Business
2543,950,5,2024-03-12,4675,Economy
2544,536,11,2024-04-30,8903,Economy
2545,996,23,2024-06-22,9760,Economy
2546,352,49,2024-02-05,56502,Business
2547,559,4,2024-09-25,55903,Business
2548,712,10,2024-10-07,6395,Economy
2549,460,11,2024-02-29,33805,Business
2550,246,4,2024-11-26,3859,Economy
2551,659,45,2024-04-25,9556,Business
2552,44,15,2024-04-29,5255,Economy
2553,513,21,2024-06-14,55879,Business
2554,20,33,2024-05-28,7081,Business
2555,686,46,2024-12-22,12907,Business
2556,42,13,2024-10-28,6421,Economy
2557,236,38,2024-09-08,8724,Economy
2558,719,6,2024-10-24,25519,Business
2559,407,14,2024-03-18,13283,Economy
2560,763,40,2024-05-24,53060,Business
2561,524,25,2024-03-22,12955,Economy
2562,263,22,2024-04-10,38123,Business
2563,403,8,2024-11-29,63198,Business
2564,30,29,2024-11-04,30816,Business
2565,190,8,2024-01-22,17989,Business
2566,761,14,2024-04-12,32094,Business
2567,908,38,2024-06-04,64788,Business
2568,56,42,2024-11-16,12287,Economy
2569,912,17,2024-04-21,8077,Economy
2570,13,14,2024-04-02,31047,Business
2571,512,47,2024-07-17,64015,Business
2572,401,39,2024-03-25,66937,Business
2573,575,39,2024-05-26,4272,Economy
2574,632,7,2024-01-01,13146,Economy
2575,52,1,2024-05-20,7971,Economy
2576,456,25,2024-10-17,4593,Economy
2577,55,24,2024-04-20,9933,Economy
2578,760,24,2024-02-08,58720,Business
2579,670,2,2024-06-01,4967,Economy
2580,310,10,2024-05-14,30825,Business
2581,124,41,2024-12-15,10807,Economy
2582,179,1,2024-02-27,14875,Economy
2583,241,30,2024-10-23,39398,Business
2584,24,45,2024-10-15,12294,Business
2585,749,45,2024-03-19,4067,Economy
2586,408,44,2024-07-12,3608,Economy
2587,510,28,2024-08-26,26940,Business
2588,997,1,2024-10-22,13757,Economy
2589,65,50,2024-05-23,66805,Business
2590,208,18,2024-01-13,28650,Business
2591,241,45,2024-08-17,13652,Economy
2592,46,37,2024-08-10,34345,Business
2593,733,48,2024-01-25,51714,Business
2594,91,39,2024-07-07,65928,Business
2595,558,11,2024-07-10,23096,Business
2596,329,48,2024-11-23,57346,Business
2597,179,38,2024-07-24,65274,Business
2598,356,50,2024-05-29,14020,Economy
2599,770,32,2024-12-11,51229,Business
2600,985,28,2024-02-14,22040,Business
2601,341,23,2024-11-26,63083,Business
2602,772,35,2024-12-14,3700,Economy
2603,352,33,2024-11-16,12810,Economy
2604,350,35,2024-11-19,12399,Economy
2605,143,14,2024-12-20,14714,Business
2606,844,27,2024-02-27,11512,Economy
2607,107,37,2024-01-03,25587,Business
2608,758,15,2024-12-16,68117,Business
2609,120,21,2024-07-10,55485,Business
2610,225,37,2024-06-28,17949,Business
2611,232,41,2024-11-25,24408,Business
2612,855,45,2024-04-06,11265,Economy
2613,820,7,2024-09-10,4183,Economy
2614,712,20,2024-05-03,43696,Business
2615,846,14,2024-10-04,6129,Economy
2616,25,2,2024-01-16,19869,Business
2617,213,12,2024-12-14,4098,Economy
2618,260,29,2024-03-01,50860,Business
2619,678,26,2024-01-06,48979,Business
2620,398,24,2024-04-16,60167,Business
2621,635,38,2024-09-01,14126,Economy
2622,504,3,2024-09-12,50071,Business
2623,32,17,2024-12-24,54299,Business
2624,771,35,2024-02-20,50013,Business
2625,972,44,2024-09-08,9225,Economy
2626,40,32,2024-02-14,37050,Business
2627,557,6,2024-02-12,14866,Economy
2628,851,46,2024-11-19,10449,Economy
2629,389,48,2024-06-21,12889,Economy
2630,481,3,2024-06-14,63139,Business
2631,222,40,2024-07-29,3168,Economy
2632,701,9,2024-10-30,11295,Economy
2633,456,5,2024-09-14,10588,Economy
2634,282,45,2024-10-16,10385,Business
2635,260,38,2024-03-01,26795,Business
2636,924,29,2024-05-30,3652,Economy
2637,298,39,2024-06-18,18375,Business
2638,704,10,2024-02-09,10899,Economy
2639,498,16,2024-01-03,27151,Business
2640,792,25,2024-01-23,27943,Business
2641,229,22,2024-12-15,33980,Business
2642,731,29,2024-12-24,4663,Economy
2643,169,9,2024-03-08,10177,Economy
2644,509,24,2024-12-23,6691,Business
2645,726,34,2024-12-21,17936,Business
2646,429,31,2024-01-18,61185,Business
2647,571,45,2024-08-04,4067,Economy
2648,90,17,2024-12-06,66210,Business
2649,411,33,2024-05-04,4982,Economy
2650,25,11,2024-02-14,13889,Economy
2651,202,29,2024-12-03,38472,Business
2652,490,5,2024-12-02,12537,Economy
2653,424,8,2024-10-13,6805,Economy
2654,208,10,2024-06-02,14492,Economy
2655,401,1,2024-07-09,11359,Economy
2656,808,1,2024-02-27,5160,Business
2657,311,9,2024-06-12,10870,Economy
2658,821,14,2024-04-06,66688,Business
2659,491,14,2024-02-20,9354,Economy
2660,567,41,2024-11-17,5393,Economy
2661,684,9,2024-09-18,4114,Economy
2662,490,33,2024-02-07,7047,Economy
2663,642,49,2024-07-30,33536,Business
2664,848,17,2024-07-27,10075,Economy
2665,44,21,2024-07-21,6155,Economy
2666,688,47,2024-07-10,62959,Business
2667,621,15,2024-03-06,57284,Business
2668,662,49,2024-11-21,6954,Economy
2669,614,34,2024-05-27,13837,Business
2670,444,39,2024-01-16,12694,Business
2671,576,6,2024-12-26,13508,Economy
2672,41,24,2024-05-22,40809,Business
2673,476,42,2024-06-23,46872,Business
2674,942,20,2024-08-28,54606,Business
2675,776,45,2024-10-28,10689,Economy
2676,346,6,2024-12-20,48880,Business
2677,546,34,2024-11-11,7122,Economy
2678,645,18,2024-05-18,33863,Business
2679,321,21,2024-05-02,8710,Economy
2680,996,20,2024-04-08,57941,Business
2681,286,17,2024-11-02,28687,Business
2682,787,40,2024-03-12,28899,Business
2683,704,44,2024-07-04,30799,Business
2684,818,30,2024-10-24,4920,Economy
2685,742,47,2024-05-29,6370,Economy
2686,613,41,2024-06-21,13608,Economy
2687,830,32,2024-07-10,9416,Economy
2688,496,46,2024-05-18,48747,Business
2689,150,17,2024-11-06,7137,Economy
2690,128,25,2024-10-08,4428,Business
2691,69,13,2024-05-10,63606,Business
2692,958,36,2024-10-25,59114,Business
2693,204,18,2024-01-27,68167,Business
2694,610,7,2024-08-31,54709,Business
2695,321,8,2024-03-12,5013,Economy
2696,371,49,2024-01-28,4151,Economy
2697,285,7,2024-10-07,20701,Business
2698,803,7,2024-12-17,30855,Business
2699,41,43,2024-10-17,3161,Economy
2700,115,22,2024-11-15,41249,Business
2701,441,16,2024-04-28,13130,Economy
2702,619,37,2024-05-16,34980,Business
2703,156,2,2024-10-10,32819,Business
2704,176,25,2024-04-14,5627,Economy
2705,94,37,2024-11-10,67734,Business
2706,128,7,2024-05-06,32963,Business
2707,248,30,2024-11-08,5843,Economy
2708,940,15,2024-05-23,3051,Economy
2709,245,43,2024-06-06,54685,Business
2710,457,14,2024-04-28,4343,Economy
2711,419,46,2024-08-15,23711,Business
2712,757,25,2024-11-10,7018,Business
2713,555,49,2024-05-19,14031,Economy
2714,504,28,2024-09-25,46215,Business
2715,22,32,2024-09-16,61958,Business
2716,622,14,2024-07-09,14525,Economy
2717,80,39,2024-12-23,26070,Business
2718,807,26,2024-04-16,8148,Economy
2719,362,26,2024-05-20,14713,Economy
2720,298,15,2024-07-13,7181,Business
2721,703,37,2024-05-04,10409,Economy
2722,731,2,2024-07-18,51123,Business
2723,391,2,2024-09-08,62369,Business
2724,932,28,2024-02-15,37413,Business
2725,357,15,2024-05-17,38060,Business
2726,491,11,2024-03-27,12592,Economy
2727,661,34,2024-11-02,3594,Economy
2728,391,24,2024-01-25,4474,Economy
2729,725,11,2024-02-17,7102,Economy
2730,82,34,2024-05-10,23533,Business
2731,301,10,2024-08-11,28382,Business
2732,235,27,2024-06-08,11528,Economy
2733,69,15,2024-02-17,12381,Economy
2734,671,48,2024-03-31,65636,Business
2735,965,28,2024-03-26,3281,Economy
2736,828,13,2024-11-04,4103,Economy
2737,792,7,2024-05-17,11748,Economy
2738,128,50,2024-08-24,27451,Business
2739,157,35,2024-04-05,3143,Economy
2740,334,11,2024-05-19,11206,Economy
2741,517,4,2024-07-20,5736,Economy
2742,50,31,2024-03-20,6963,Economy
2743,883,39,2024-07-07,64608,Business
2744,252,30,2024-03-30,14688,Economy
2745,255,11,2024-11-23,4098,Economy
2746,387,9,2024-01-01,64394,Business
2747,542,32,2024-12-12,56939,Business
2748,911,34,2024-08-26,57110,Business
2749,770,17,2024-09-25,25875,Business
2750,516,32,2024-03-05,6389,Economy
2751,76,39,2024-07-07,19143,Business
2752,619,27,2024-07-14,43258,Business
2753,383,2,2024-06-10,30044,Business
2754,769,2,2024-04-20,23289,Business
2755,461,38,2024-03-12,55951,Business
2756,251,10,2024-01-09,10193,Economy
2757,259,32,2024-07-23,64975,Business
2758,381,14,2024-08-25,9812,Economy
2759,983,4,2024-05-05,13486,Economy
2760,945,7,2024-05-31,10962,Business
2761,359,30,2024-07-16,14239,Business
2762,613,19,2024-06-30,9311,Business
2763,957,31,2024-02-04,47444,Business
2764,199,20,2024-09-16,3181,Economy
2765,104,10,2024-12-30,11849,Business
2766,26,33,2024-04-21,7164,Business
2767,460,26,2024-06-20,49472,Business
2768,637,21,2024-05-25,10673,Business
2769,821,34,2024-10-26,10182,Economy
2770,777,32,2024-08-09,13916,Economy
2771,799,36,2024-10-16,5512,Economy
2772,956,25,2024-06-18,39010,Business
2773,148,10,2024-04-10,13106,Economy
2774,394,18,2024-07-20,3686,Economy
2775,46,20,2024-01-07,6186,Economy
2776,429,37,2024-04-09,23876,Business
2777,438,36,2024-10-17,31605,Business
2778,1,5,2024-03-24,7350,Economy
2779,745,31,2024-02-03,10672,Economy
2780,938,11,2024-12-10,18973,Business
2781,82,43,2024-08-23,52774,Business
2782,872,31,2024-05-12,46799,Business
2783,540,10,2024-12-07,36151,Business
2784,232,2,2024-08-10,39676,Business
2785,337,33,2024-06-02,57046,Business
2786,53,38,2024-06-02,17958,Business
2787,844,10,2024-10-11,6587,Economy
2788,902,16,2024-08-25,4615,Economy
2789,715,35,2024-09-15,58086,Business
2790,761,26,2024-08-02,43201,Business
2791,84,16,2024-03-24,12692,Business
2792,794,21,2024-01-30,57205,Business
2793,835,28,2024-03-19,66019,Business
2794,32,22,2024-07-08,8046,Economy
2795,242,32,2024-09-08,32053,Business
2796,416,28,2024-04-30,35881,Business
2797,626,11,2024-06-21,12797,Economy
2798,335,38,2024-07-11,4649,Economy
2799,85,6,2024-01-05,11853,Economy
2800,439,32,2024-02-17,3841,Economy
2801,3,31,2024-03-31,5186,Economy
2802,299,24,2024-12-13,15471,Business
2803,42,11,2024-06-07,17103,Business
2804,40,38,2024-02-12,13065,Economy
2805,1,13,2024-03-28,68272,Business
2806,111,18,2024-10-30,13395,Business
2807,852,40,2024-05-25,4064,Economy
2808,474,39,2024-05-13,13542,Economy
2809,795,45,2024-09-20,11133,Economy
2810,622,15,2024-12-18,8198,Business
2811,403,22,2024-12-06,14385,Economy
2812,485,29,2024-07-02,42489,Business
2813,670,46,2024-07-24,34818,Business
2814,814,20,2024-12-07,31596,Business
2815,247,30,2024-03-17,3602,Economy
2816,82,4,2024-10-27,5419,Economy
2817,111,29,2024-03-05,14841,Economy
2818,76,19,2024-06-19,35359,Business
2819,736,31,2024-08-10,20071,Business
2820,953,42,2024-12-08,31495,Business
2821,918,31,2024-12-01,8967,Economy
2822,161,26,2024-04-08,12658,Business
2823,51,3,2024-05-09,28453,Business
2824,833,32,2024-08-25,46412,Business
2825,461,9,2024-06-16,45259,Business
2826,982,49,2024-10-17,3121,Economy
2827,891,11,2024-05-08,16218,Business
2828,499,22,2024-03-16,5299,Economy
2829,246,33,2024-11-05,40419,Business
2830,930,13,2024-04-02,9039,Business
2831,790,1,2024-11-19,48952,Business
2832,820,40,2024-07-09,4358,Business
2833,108,31,2024-09-13,6458,Economy
2834,152,22,2024-12-14,55208,Business
2835,911,34,2024-10-29,10126,Economy
2836,789,47,2024-01-21,42036,Business
2837,552,49,2024-08-21,7661,Economy
2838,341,2,2024-07-27,10774,Economy
2839,850,27,2024-08-25,8163,Economy
2840,855,38,2024-04-24,38694,Business
2841,308,42,2024-01-20,13951,Economy
2842,927,38,2024-05-10,38782,Business
2843,5,34,2024-04-27,6633,Economy
2844,975,29,2024-05-02,4294,Business
2845,441,4,2024-02-08,58624,Business
2846,17,33,2024-11-23,10710,Business
2847,509,38,2024-04-19,19187,Business
2848,876,16,2024-07-18,27230,Business
2849,559,42,2024-04-12,14224,Economy
2850,440,6,2024-06-17,10862,Economy
2851,22,7,2024-03-07,26154,Business
2852,674,19,2024-12-09,58470,Business
2853,166,28,2024-04-14,8921,Economy
2854,100,49,2024-05-27,12990,Business
2855,79,10,2024-03-03,6924,Economy
2856,68,50,2024-05-18,4857,Economy
2857,784,29,2024-06-21,11199,Economy
2858,785,50,2024-09-30,20003,Business
2859,493,43,2024-11-10,14914,Business
2860,365,6,2024-06-29,9355,Economy
2861,826,13,2024-10-06,6389,Business
2862,933,40,2024-02-14,5658,Economy
2863,150,22,2024-03-23,10842,Economy
2864,947,49,2024-11-19,7904,Business
2865,349,25,2024-08-09,11395,Economy
2866,795,26,2024-04-18,6115,Economy
2867,636,41,2024-09-04,6715,Economy
2868,855,43,2024-09-10,54760,Business
2869,330,42,2024-07-07,3687,Economy
2870,38,29,2024-04-06,12354,Economy
2871,364,2,2024-12-06,48397,Business
2872,426,48,2024-01-04,64749,Business
2873,88,9,2024-02-19,12713,Economy
2874,140,31,2024-09-10,19696,Business
2875,640,3,2024-11-22,36248,Business
2876,320,35,2024-08-05,9103,Business
2877,880,7,2024-01-29,21946,Business
2878,713,17,2024-07-13,7598,Economy
2879,349,27,2024-02-08,13845,Business
2880,511,20,2024-06-02,6979,Business
2881,27,19,2024-06-16,14662,Economy
2882,96,9,2024-09-25,8939,Economy
2883,117,7,2024-05-15,45721,Business
2884,910,8,2024-04-03,12539,Economy
2885,820,6,2024-04-28,7530,Economy
2886,319,49,2024-10-08,14678,Economy
2887,563,37,2024-12-19,42999,Business
2888,103,26,2024-01-21,59072,Business
2889,96,43,2024-06-19,10822,Business
2890,141,5,2024-02-18,4750,Economy
2891,913,31,2024-01-22,51333,Business
2892,416,35,2024-02-24,24815,Business
2893,606,36,2024-05-06,8473,Economy
2894,173,12,2024-11-28,13335,Economy
2895,832,2,2024-08-28,14939,Economy
2896,726,9,2024-03-27,9683,Economy
2897,6,44,2024-09-24,28582,Business
2898,505,36,2024-05-01,10040,Economy
2899,217,40,2024-12-07,29227,Business
2900,845,34,2024-05-29,21853,Business
2901,415,38,2024-07-29,39305,Business
2902,256,40,2024-03-04,37423,Business
2903,664,39,2024-09-11,4877,Economy
2904,416,38,2024-04-07,20802,Business
2905,591,12,2024-11-24,13994,Economy
2906,255,9,2024-12-30,6782,Economy
2907,256,48,2024-01-24,14207,Economy
2908,405,9,2024-04-21,18760,Business
2909,589,1,2024-11-29,14751,Economy
2910,114,45,2024-01-08,18018,Business
2911,350,14,2024-08-16,5408,Economy
2912,742,42,2024-03-04,46613,Business
2913,421,25,2024-12-03,62118,Business
2914,680,13,2024-11-21,6387,Economy
2915,399,23,2024-04-06,11026,Economy
2916,501,18,2024-08-11,7130,Economy
2917,4,28,2024-08-25,4006,Economy
2918,801,4,2024-08-22,30717,Business
2919,424,8,2024-05-27,7643,Economy
2920,287,12,2024-08-06,10753,Economy
2921,805,49,2024-09-28,12608,Economy
2922,466,23,2024-06-04,10362,Economy
2923,206,45,2024-05-21,55196,Business
2924,277,11,2024-09-02,10178,Economy
2925,927,9,2024-01-09,13571,Economy
2926,498,25,2024-04-22,4799,Economy
2927,275,47,2024-07-08,16954,Business
2928,279,43,2024-09-21,56915,Business
2929,21,5,2024-10-17,6952,Economy
2930,921,19,2024-05-09,13951,Economy
2931,954,36,2024-11-10,13281,Economy
2932,509,34,2024-01-02,3320,Economy
2933,336,50,2024-12-19,48734,Business
2934,2,31,2024-04-09,4777,Economy
2935,751,20,2024-08-05,39643,Business
2936,601,13,2024-11-17,50777,Business
2937,99,25,2024-08-29,7012,Economy
2938,333,3,2024-06-21,65785,Business
2939,778,16,2024-09-29,68638,Business
2940,234,28,2024-10-14,14300,Economy
2941,79,7,2024-10-16,6789,Economy
2942,421,3,2024-04-14,58048,Business
2943,548,48,2024-02-07,14156,Economy
2944,1000,36,2024-08-13,6616,Economy
2945,756,14,2024-04-21,16695,Business
2946,38,17,2024-01-06,19765,Business
2947,288,42,2024-10-28,31405,Business
2948,96,22,2024-05-01,4532,Economy
2949,825,17,2024-11-02,3723,Economy
2950,488,45,2024-05-21,13769,Economy
2951,776,45,2024-01-04,32358,Business
2952,815,27,2024-06-18,4453,Economy
2953,516,38,2024-04-27,4012,Business
2954,438,45,2024-06-27,63291,Business
2955,570,45,2024-03-25,4597,Economy
2956,643,37,2024-01-11,29237,Business
2957,177,11,2024-04-29,15000,Economy
2958,184,13,2024-04-17,5172,Economy
2959,303,30,2024-02-01,33573,Business
2960,634,9,2024-01-17,14890,Economy
2961,935,47,2024-04-14,43268,Business
2962,855,44,2024-08-09,14270,Economy
2963,65,11,2024-08-30,4999,Business
2964,176,24,2024-01-18,14213,Economy
2965,864,27,2024-02-25,5581,Economy
2966,217,5,2024-03-19,18213,Business
2967,446,15,2024-12-24,7360,Economy
2968,731,34,2024-10-11,63382,Business
2969,162,39,2024-09-29,10357,Economy
2970,436,12,2024-11-08,40592,Business
2971,324,17,2024-11-06,3328,Economy
2972,201,26,2024-05-31,64931,Business
2973,950,6,2024-10-24,14378,Economy
2974,130,4,2024-04-27,12176,Economy
2975,491,26,2024-11-28,3865,Economy
2976,531,12,2024-10-02,5071,Economy
2977,247,4,2024-09-17,6956,Economy
2978,552,36,2024-02-12,16260,Business
2979,266,17,2024-06-19,5921,Economy
2980,46,28,2024-09-08,5289,Economy
2981,823,15,2024-12-23,11486,Economy
2982,152,40,2024-08-14,9916,Economy
2983,739,41,2024-10-06,8273,Economy
2984,472,11,2024-12-14,48260,Business
2985,31,3,2024-01-06,13893,Economy
2986,708,2,2024-01-16,8283,Economy
2987,169,49,2024-11-22,4353,Economy
2988,705,13,2024-09-03,10192,Economy
2989,803,35,2024-11-27,11503,Business
2990,807,41,2024-11-05,14783,Economy
2991,154,23,2024-06-09,19093,Business
2992,814,33,2024-11-26,42291,Business
2993,268,11,2024-02-13,12836,Economy
2994,685,37,2024-10-03,41641,Business
2995,503,34,2024-02-09,5879,Economy
2996,845,49,2024-05-27,8146,Economy
2997,389,31,2024-01-21,65251,Business
2998,27,3,2024-11-02,3045,Economy
2999,678,17,2024-05-05,49265,Business
3000,652,22,2024-02-15,40055,Business
3001,543,10,2024-07-26,20114,Business
3002,242,27,2024-03-17,33864,Business
3003,330,24,2024-12-04,8999,Economy
3004,318,11,2024-10-22,9488,Business
3005,566,46,2024-01-21,10951,Business
3006,417,14,2024-05-03,64296,Business
3007,633,23,2024-01-09,5060,Economy
3008,67,4,2024-05-17,5005,Economy
3009,887,26,2024-05-09,12106,Economy
3010,938,34,2024-01-03,37903,Business
3011,986,42,2024-03-31,69332,Business
3012,902,16,2024-09-21,9194,Economy
3013,736,49,2024-04-06,9548,Economy
3014,275,16,2024-03-20,5318,Economy
3015,714,26,2024-11-12,26396,Business
3016,535,37,2024-11-26,57430,Business
3017,305,11,2024-01-11,9877,Economy
3018,775,46,2024-03-07,60477,Business
3019,220,7,2024-06-07,14769,Business
3020,474,3,2024-07-18,55102,Business
3021,161,23,2024-07-10,9546,Business
3022,192,26,2024-04-27,48555,Business
3023,557,44,2024-04-05,29122,Business
3024,983,47,2024-01-12,10697,Economy
3025,387,20,2024-07-29,42089,Business
3026,526,37,2024-09-28,6700,Economy
3027,749,7,2024-07-07,12110,Economy
3028,715,33,2024-09-22,7512,Economy
3029,340,47,2024-03-09,12064,Business
3030,690,45,2024-06-23,7746,Economy
3031,704,41,2024-01-30,35302,Business
3032,210,14,2024-04-16,29471,Business
3033,849,34,2024-05-11,20014,Business
3034,405,47,2024-04-23,4674,Economy
3035,93,7,2024-12-30,65138,Business
3036,739,8,2024-10-05,12936,Economy
3037,1000,13,2024-05-03,13336,Economy
3038,696,13,2024-09-09,5207,Economy
3039,415,42,2024-06-14,3642,Economy
3040,904,27,2024-01-18,4374,Economy
3041,941,49,2024-11-09,46918,Business
3042,399,7,2024-08-24,5098,Business
3043,11,12,2024-04-16,3481,Economy
3044,601,7,2024-06-20,18681,Business
3045,563,9,2024-11-01,7004,Economy
3046,705,25,2024-06-19,69188,Business
3047,271,47,2024-05-25,14874,Economy
3048,930,27,2024-01-02,9418,Economy
3049,377,40,2024-06-26,3949,Economy
3050,79,20,2024-11-05,5018,Economy
3051,892,34,2024-11-23,18267,Business
3052,553,19,2024-04-25,9504,Economy
3053,543,31,2024-06-24,12610,Economy
3054,143,49,2024-07-27,5795,Economy
3055,835,47,2024-03-21,12938,Economy
3056,617,33,2024-03-16,6934,Economy
3057,463,18,2024-06-20,58823,Business
3058,79,6,2024-05-10,14393,Economy
3059,764,47,2024-05-30,11514,Economy
3060,549,27,2024-01-22,6785,Business
3061,797,22,2024-05-01,55838,Business
3062,439,28,2024-01-24,4908,Economy
3063,765,9,2024-08-06,3690,Economy
3064,967,13,2024-01-29,8919,Economy
3065,400,26,2024-11-07,3446,Economy
3066,396,10,2024-12-16,13526,Business
3067,329,48,2024-04-18,5875,Economy
3068,787,14,2024-05-10,50634,Business
3069,54,28,2024-09-17,10147,Economy
3070,586,7,2024-09-05,59636,Business
3071,782,36,2024-11-25,13177,Economy
3072,216,34,2024-05-15,9287,Business
3073,119,16,2024-06-04,11647,Economy
3074,459,50,2024-04-09,43117,Business
3075,244,31,2024-12-07,9675,Economy
3076,48,14,2024-04-29,20270,Business
3077,55,7,2024-12-07,63183,Business
3078,708,45,2024-01-10,11313,Economy
3079,378,37,2024-10-24,7740,Economy
3080,293,37,2024-04-03,14708,Economy
3081,464,17,2024-10-25,9600,Economy
3082,775,39,2024-12-27,53265,Business
3083,891,50,2024-12-02,63795,Business
3084,92,34,2024-05-31,11769,Economy
3085,803,24,2024-10-23,36532,Business
3086,151,22,2024-10-16,7823,Economy
3087,22,50,2024-09-13,29487,Business
3088,977,12,2024-04-07,6030,Economy
3089,860,50,2024-04-24,22519,Business
3090,795,28,2024-07-25,9681,Economy
3091,638,45,2024-01-12,24316,Business
3092,408,41,2024-03-01,58749,Business
3093,996,2,2024-11-24,26795,Business
3094,768,14,2024-06-07,11519,Economy
3095,622,15,2024-06-15,35976,Business
3096,921,34,2024-03-11,7664,Economy
3097,848,1,2024-06-25,19440,Business
3098,146,45,2024-10-16,48740,Business
3099,31,36,2024-03-16,51018,Business
3100,558,44,2024-03-16,38870,Business
3101,96,36,2024-07-14,49182,Business
3102,417,41,2024-02-07,3244,Economy
3103,576,31,2024-08-06,14010,Economy
3104,851,44,2024-03-15,11659,Economy
3105,322,37,2024-06-21,7127,Economy
3106,864,13,2024-05-16,23523,Business
3107,247,38,2024-06-08,9316,Business
3108,876,2,2024-03-25,33325,Business
3109,2,1,2024-12-07,55206,Business
3110,930,25,2024-02-02,4913,Economy
3111,854,49,2024-07-17,4229,Economy
3112,84,43,2024-04-08,7340,Business
3113,50,5,2024-07-11,13028,Economy
3114,664,18,2024-02-11,13589,Business
3115,879,48,2024-06-13,10424,Economy
3116,418,50,2024-03-31,12543,Economy
3117,973,29,2024-11-24,22828,Business
3118,52,47,2024-07-07,13444,Economy
3119,287,18,2024-01-09,61756,Business
3120,454,39,2024-05-24,25274,Business
3121,60,46,2024-08-17,14895,Economy
3122,413,49,2024-07-29,12769,Economy
3123,141,23,2024-01-10,11062,Economy
3124,743,41,2024-08-30,10251,Business
3125,165,37,2024-12-24,7317,Economy
3126,24,26,2024-09-25,12802,Business
3127,994,13,2024-04-11,10436,Economy
3128,238,6,2024-03-08,50907,Business
3129,733,11,2024-04-13,56600,Business
3130,112,30,2024-10-05,10606,Economy
3131,11,14,2024-03-25,4287,Economy
3132,618,11,2024-01-01,18761,Business
3133,225,49,2024-08-04,11409,Economy
3134,686,21,2024-03-08,68978,Business
3135,560,37,2024-06-25,19894,Business
3136,195,14,2024-08-17,13942,Economy
3137,559,19,2024-06-06,10446,Business
3138,744,11,2024-10-23,10263,Business
3139,145,26,2024-05-30,4548,Economy
3140,442,18,2024-05-25,6874,Economy
3141,463,14,2024-12-15,17318,Business
3142,408,31,2024-09-30,5322,Economy
3143,927,30,2024-09-12,6058,Economy
3144,77,1,2024-03-23,11053,Economy
3145,916,38,2024-10-01,4676,Economy
3146,644,13,2024-05-13,26494,Business
3147,587,35,2024-06-23,61400,Business
3148,240,49,2024-08-06,11836,Economy
3149,249,8,2024-09-20,11904,Economy
3150,698,21,2024-07-28,8545,Economy
3151,235,37,2024-08-18,11074,Economy
3152,805,45,2024-10-28,56793,Business
3153,698,8,2024-08-20,12007,Business
3154,413,32,2024-04-30,23207,Business
3155,881,1,2024-07-05,9162,Economy
3156,554,10,2024-02-13,5956,Economy
3157,230,41,2024-06-27,24868,Business
3158,89,26,2024-12-13,5944,Business
3159,796,22,2024-10-03,17749,Business
3160,704,17,2024-07-26,4193,Economy
3161,536,42,2024-03-30,12349,Economy
3162,143,21,2024-10-17,63863,Business
3163,774,39,2024-01-21,34830,Business
3164,441,40,2024-11-07,6118,Business
3165,976,11,2024-03-05,8421,Economy
3166,818,3,2024-11-05,13851,Economy
3167,862,35,2024-08-09,42255,Business
3168,664,9,2024-06-01,12653,Business
3169,663,6,2024-05-25,63226,Business
3170,642,35,2024-09-16,8692,Business
3171,712,42,2024-08-13,8848,Economy
3172,946,12,2024-04-30,62665,Business
3173,400,31,2024-04-10,3429,Economy
3174,957,40,2024-08-19,53866,Business
3175,799,5,2024-11-10,14786,Economy
3176,643,43,2024-08-24,68549,Business
3177,394,35,2024-03-17,69172,Business
3178,736,10,2024-03-07,29710,Business
3179,506,48,2024-01-20,4085,Business
3180,409,42,2024-04-05,9040,Economy
3181,54,45,2024-05-17,13871,Economy
3182,917,24,2024-07-18,47499,Business
3183,703,30,2024-10-18,3501,Economy
3184,690,8,2024-03-26,27056,Business
3185,798,48,2024-06-24,39169,Business
3186,258,12,2024-09-25,64383,Business
3187,608,26,2024-04-10,8783,Economy
3188,847,40,2024-05-30,13457,Economy
3189,253,41,2024-03-09,55299,Business
3190,851,15,2024-04-09,8573,Economy
3191,415,11,2024-05-13,14214,Economy
3192,697,21,2024-04-05,67347,Business
3193,183,22,2024-07-18,12428,Economy
3194,176,26,2024-10-28,14380,Economy
3195,228,22,2024-09-28,17398,Business
3196,229,33,2024-02-24,52395,Business
3197,375,2,2024-11-26,38452,Business
3198,980,25,2024-10-13,6048,Business
3199,625,21,2024-09-06,38302,Business
3200,230,1,2024-04-09,19725,Business
3201,899,44,2024-09-19,4854,Economy
3202,936,31,2024-11-02,25602,Business
3203,49,13,2024-09-24,34935,Business
